price,beds,livings,wc,area,street_width,age,ketchen,ac,furnished,district,advertiser_type,review,onMarket,IsRent
100000,3,1.0,4,240.0,36.0,0.0,1.0,1.0,1.0,حي العارض,owner,5.0,57,False
30000,1,0.0,1,80.0,30.0,5.0,1.0,1.0,0.0,حي اليرموك,exclusive_marketer,4.37,49,True
57000,4,1.0,3,300.0,23.0,0.0,1.0,1.0,0.0,حي الياسمين,normal_marketer,3.5,4,True
65000,2,1.0,2,166.0,15.0,0.0,1.0,0.0,0.0,حي النرجس,normal_marketer,4.0,35,False
37000,3,1.0,3,140.0,5.0,3.0,1.0,1.0,0.0,حي الربيع,agent,5.0,34,False
24000,3,1.0,2,150.0,20.0,10.0,0.0,0.0,0.0,حي اليرموك,exclusive_marketer,4.37,62,True
25000,3,1.0,2,400.0,20.0,5.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,4.52,54,False
37000,3,1.0,2,,,9.0,1.0,1.0,0.0,حي المروج,exclusive_marketer,4.04,48,False
45000,3,1.0,2,100.0,19.0,0.0,0.0,0.0,0.0,حي قرطبة,owner,4.0,30,False
20000,3,1.0,2,350.0,15.0,0.0,0.0,0.0,0.0,حي الشرق,exclusive_marketer,4.0,39,True
45000,3,1.0,2,150.0,30.0,7.0,1.0,1.0,0.0,حي الملك عبدالله,exclusive_marketer,4.31,85,False
43000,3,1.0,3,158.0,5.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,5.0,29,True
21000,1,1.0,1,72.0,26.0,4.0,1.0,1.0,0.0,حي اليرموك,owner,4.43,20,False
35000,3,1.0,2,142.0,30.0,5.0,1.0,1.0,0.0,حي الملقا,owner,5.0,21,True
28000,3,1.0,2,140.0,20.0,0.0,0.0,0.0,0.0,حي المعيزلة,agent,4.29,72,False
34000,2,1.0,2,80.0,24.0,5.0,1.0,1.0,0.0,حي الملقا,normal_marketer,4.42,52,True
21000,3,1.0,2,200.0,20.0,7.0,1.0,1.0,0.0,حي الرمال,owner,5.0,31,True
30000,1,1.0,2,150.0,30.0,,1.0,0.0,0.0,حي الروابي,exclusive_marketer,4.5,68,True
21000,3,1.0,2,160.0,20.0,0.0,1.0,0.0,0.0,حي الرمال,exclusive_marketer,4.37,31,True
21000,1,0.0,1,38.0,24.0,4.0,1.0,1.0,0.0,حي النفل,owner,4.43,20,False
23000,4,1.0,3,170.0,20.0,5.0,0.0,0.0,0.0,حي ظهرة لبن,exclusive_marketer,4.34,49,True
35000,1,1.0,1,50.0,5.0,0.0,1.0,1.0,0.0,حي الملقا,owner,4.37,55,False
25000,2,0.0,2,180.0,29.0,0.0,1.0,1.0,0.0,حي التعاون,owner,4.85,22,True
14000,2,0.0,1,50.0,5.0,7.0,0.0,0.0,0.0,حي العمل,owner,4.66,247,False
32000,3,1.0,2,150.0,30.0,2.0,1.0,1.0,0.0,حي المونسية,normal_marketer,4.43,2,True
24000,3,1.0,2,150.0,5.0,0.0,0.0,0.0,0.0,حي الرمال,owner,,3,True
20000,1,0.0,1,70.0,31.0,2.0,1.0,1.0,0.0,حي العارض,owner,4.37,32,True
28000,3,1.0,2,111.0,20.0,2.0,0.0,0.0,0.0,حي المونسية,exclusive_marketer,4.58,6,True
60000,3,1.0,3,180.0,15.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.31,11,True
75000,4,1.0,3,200.0,28.0,0.0,1.0,1.0,1.0,حي القيروان,,4.14,105,False
40000,2,1.0,1,200.0,12.0,,1.0,0.0,0.0,حي الملك فهد,agent,4.38,28,True
65000,4,1.0,4,175.0,36.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.06,19,True
45000,5,2.0,3,200.0,10.0,25.0,1.0,0.0,0.0,حي النسيم الغربي,owner,5.0,26,False
9850,2,1.0,2,65.0,5.0,23.0,1.0,0.0,0.0,حي غبيرة,exclusive_marketer,4.82,544,False
24000,1,0.0,1,100.0,23.0,0.0,1.0,1.0,0.0,حي الملقا,owner,4.49,39,False
78000,3,1.0,3,150.0,16.0,0.0,1.0,1.0,1.0,حي الملقا,owner,4.34,152,False
29000,2,1.0,2,,,0.0,1.0,1.0,0.0,حي الملك فيصل,exclusive_marketer,4.5,134,False
16700,1,1.0,1,100.0,1.0,4.0,1.0,1.0,1.0,حي الروابي,owner,,26,False
80400,1,1.0,2,100.0,30.0,6.0,1.0,1.0,1.0,حي الملقا,agent,4.22,17,True
90000,4,1.0,4,223.0,5.0,0.0,1.0,1.0,1.0,حي الملقا,exclusive_marketer,4.67,51,False
44000,2,2.0,2,150.0,15.0,2.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.69,38,False
29000,2,1.0,1,190.0,28.0,0.0,1.0,1.0,0.0,حي الصحافة,owner,4.49,24,True
35000,1,1.0,1,100.0,31.0,2.0,1.0,1.0,0.0,حي العارض,owner,4.37,53,True
1600,3,1.0,2,100.0,5.0,14.0,1.0,0.0,0.0,حي طويق,owner,,9,True
29000,1,1.0,1,90.0,24.0,2.0,1.0,1.0,0.0,حي الياسمين,owner,4.49,55,True
25000,2,1.0,1,200.0,32.0,8.0,1.0,0.0,0.0,حي السعادة,agent,4.85,16,False
26000,1,1.0,1,2.0,42.0,5.0,1.0,1.0,0.0,حي الصحافة,normal_marketer,4.3,61,True
11000,2,1.0,1,80.0,5.0,,1.0,0.0,0.0,حي النسيم الغربي,agent,4.88,26,True
31000,3,1.0,2,160.0,36.0,,1.0,1.0,0.0,حي المروج,agent,4.67,12,True
18000,4,1.0,1,90.0,5.0,,1.0,0.0,0.0,حي المنار,owner,,21,False
20000,1,1.0,1,60.0,12.0,4.0,1.0,1.0,0.0,حي القدس,normal_marketer,4.78,19,True
70000,3,1.0,3,195.0,35.0,0.0,1.0,1.0,0.0,حي القيروان,owner,4.52,80,False
28000,4,1.0,2,215.0,15.0,6.0,1.0,0.0,0.0,حي المونسية,exclusive_marketer,4.65,9,True
30000,1,1.0,1,80.0,35.0,5.0,1.0,1.0,1.0,حي غرناطة,exclusive_marketer,4.37,117,True
21500,3,1.0,2,40.0,16.0,,1.0,0.0,0.0,حي الخليج,agent,4.28,27,False
85000,3,1.0,3,150.0,35.0,0.0,1.0,0.0,0.0,حي النفل,owner,4.54,182,True
45000,3,1.0,2,170.0,35.0,7.0,1.0,1.0,0.0,حي العقيق,owner,4.62,150,False
29000,3,0.0,2,100.0,61.0,5.0,1.0,1.0,1.0,حي بدر,,4.63,806,False
30000,2,0.0,1,150.0,20.0,0.0,0.0,0.0,0.0,حي الرمال,agent,,45,False
12000,1,0.0,1,500.0,15.0,25.0,1.0,0.0,0.0,حي الخليج,agent,4.4,157,False
70000,3,2.0,4,200.0,30.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,3.77,5,True
70000,3,1.0,2,2780.0,5.0,,1.0,1.0,0.0,حي القيروان,exclusive_marketer,5.0,23,False
50000,3,1.0,3,960.0,5.0,,1.0,1.0,0.0,حي الشهداء,agent,,30,True
25000,4,1.0,2,250.0,5.0,3.0,1.0,0.0,0.0,حي العزيزية,owner,5.0,26,True
21000,1,0.0,1,60.0,30.0,2.0,1.0,1.0,0.0,حي النفل,owner,4.37,51,True
25000,3,1.0,2,120.0,5.0,15.0,1.0,1.0,0.0,حي السليمانية,exclusive_marketer,4.27,30,False
37000,5,1.0,3,250.0,40.0,25.0,1.0,0.0,0.0,حي الربوة,exclusive_marketer,4.31,31,True
32000,3,1.0,2,120.0,15.0,0.0,0.0,0.0,0.0,حي النرجس,normal_marketer,4.19,62,True
45000,1,1.0,2,150.0,49.0,2.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,4.43,31,True
20000,1,1.0,1,3.0,47.0,5.0,1.0,1.0,0.0,حي المونسية,normal_marketer,4.3,80,False
30000,1,1.0,1,80.0,24.0,2.0,1.0,1.0,0.0,حي الياسمين,exclusive_marketer,4.5,76,False
80000,4,1.0,3,160.0,32.0,0.0,1.0,1.0,0.0,حي القيروان,normal_marketer,3.61,57,False
35000,3,1.0,2,1.0,15.0,4.0,1.0,0.0,0.0,حي اليرموك,normal_marketer,4.69,43,True
12000,3,1.0,2,50.0,10.0,28.0,1.0,0.0,0.0,حي سلطانة,agent,4.79,15,True
9500,2,1.0,2,50.0,10.0,,1.0,0.0,0.0,حي سلطانة,owner,4.79,19,False
25000,3,1.0,2,100.0,5.0,1.0,1.0,0.0,0.0,حي الرمال,owner,3.29,8,True
45000,3,1.0,3,120.0,15.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,3.43,15,True
50000,3,1.0,3,180.0,15.0,,1.0,1.0,0.0,حي قرطبة,normal_marketer,5.0,25,True
55000,4,1.0,2,180.0,20.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,5.0,18,True
30000,3,1.0,3,180.0,30.0,0.0,1.0,0.0,0.0,حي الرمال,agent,4.96,4,True
22000,3,1.0,3,1.0,30.0,8.0,1.0,1.0,0.0,حي اليرموك,normal_marketer,4.69,10,True
55000,3,1.0,2,3.0,27.0,0.0,1.0,1.0,0.0,حي الازدهار,normal_marketer,4.3,54,True
60000,3,1.0,2,160.0,18.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.31,22,True
35000,3,1.0,2,150.0,20.0,0.0,0.0,0.0,0.0,حي القيروان,normal_marketer,3.96,19,True
4500,1,0.0,1,14.0,8.0,30.0,0.0,0.0,0.0,حي سلطانة,owner,,26,True
18000,2,1.0,2,30.0,5.0,0.0,1.0,0.0,0.0,حي طويق,exclusive_marketer,4.52,56,False
15000,1,0.0,1,150.0,37.0,1.0,1.0,1.0,1.0,حي غرناطة,owner,4.29,3,True
45000,3,1.0,2,375.0,15.0,0.0,1.0,1.0,0.0,حي الصحافة,normal_marketer,3.72,20,False
24000,2,1.0,1,1.0,30.0,,1.0,0.0,0.0,حي الروابي,exclusive_marketer,4.81,115,False
65000,4,1.0,3,130.0,15.0,0.0,1.0,1.0,0.0,حي العارض,normal_marketer,4.2,83,False
40000,4,1.0,3,170.0,5.0,,1.0,1.0,0.0,حي النرجس,normal_marketer,4.15,50,False
30000,3,1.0,2,180.0,20.0,0.0,0.0,0.0,0.0,حي المونسية,agent,4.19,56,False
33000,2,1.0,2,100.0,24.0,3.0,1.0,1.0,0.0,حي الملقا,owner,4.54,187,True
17000,1,0.0,1,300.0,60.0,3.0,1.0,1.0,0.0,حي غرناطة,normal_marketer,4.38,2,True
15000,2,1.0,1,200.0,22.0,0.0,0.0,0.0,0.0,حي ظهرة لبن,exclusive_marketer,4.8,6,True
22000,3,1.0,2,450.0,20.0,7.0,0.0,0.0,0.0,حي ظهرة نمار,exclusive_marketer,4.25,92,True
22000,1,0.0,1,60.0,56.0,2.0,0.0,1.0,0.0,حي الياسمين,exclusive_marketer,4.43,13,True
27000,2,1.0,2,100.0,5.0,1.0,0.0,0.0,0.0,حي المهدية,exclusive_marketer,4.6,126,False
22000,3,1.0,2,225.0,20.0,4.0,0.0,0.0,0.0,حي ظهرة لبن,owner,,20,False
24000,5,2.0,2,200.0,20.0,8.0,1.0,0.0,0.0,حي الحزم,owner,5.0,80,True
65000,3,1.0,2,160.0,20.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,3.97,37,False
26000,3,1.0,2,100.0,12.0,0.0,1.0,0.0,0.0,حي المونسية,normal_marketer,4.69,47,True
15000,3,1.0,2,500.0,15.0,10.0,1.0,0.0,0.0,حي الدار البيضاء,exclusive_marketer,4.57,21,False
65000,3,1.0,3,180.0,33.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.31,18,False
55000,2,1.0,2,120.0,31.0,3.0,1.0,1.0,0.0,حي العليا,exclusive_marketer,4.16,32,False
35000,1,1.0,1,80.0,5.0,0.0,1.0,1.0,0.0,حي الملقا,owner,4.37,55,False
18000,1,0.0,1,70.0,43.0,3.0,1.0,1.0,0.0,حي العارض,owner,4.54,191,False
27000,3,1.0,2,99.0,36.0,9.0,1.0,0.0,0.0,حي اشبيلية,normal_marketer,4.36,2,True
35000,2,1.0,1,100.0,100.0,11.0,1.0,1.0,0.0,حي العقيق,owner,4.62,96,False
9000,2,1.0,1,80.0,5.0,26.0,1.0,0.0,0.0,حي ام سليم,owner,4.8,32,False
23000,3,1.0,2,120.0,5.0,20.0,1.0,0.0,0.0,حي النهضة,agent,5.0,31,True
80000,3,1.0,3,178.0,30.0,0.0,1.0,1.0,0.0,حي العارض,owner,,35,False
33000,3,1.0,2,150.0,15.0,2.0,1.0,0.0,0.0,حي العارض,normal_marketer,4.36,6,True
9850,3,1.0,2,65.0,5.0,29.0,1.0,0.0,0.0,حي غبيرة,exclusive_marketer,4.82,419,False
23000,1,0.0,1,100.0,36.0,,1.0,1.0,1.0,حي اليرموك,normal_marketer,5.0,32,True
22000,3,1.0,2,200.0,15.0,1.0,0.0,0.0,0.0,حي الرمال,owner,,54,False
22000,2,2.0,2,1.0,5.0,0.0,0.0,0.0,0.0,حي الرمال,owner,,24,True
90000,5,1.0,3,177.0,36.0,0.0,1.0,1.0,1.0,حي الياسمين,owner,4.07,31,False
35000,2,1.0,1,250.0,39.0,4.0,1.0,1.0,0.0,حي النزهة,agent,3.74,45,False
30000,2,1.0,1,200.0,30.0,0.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,5.0,67,False
35500,2,1.0,3,172.0,1.0,1.0,0.0,0.0,0.0,حي ظهرة لبن,owner,,5,True
28000,1,1.0,1,74.0,32.0,1.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,4.43,20,False
27000,1,1.0,1,10.0,13.0,3.0,1.0,1.0,0.0,حي الشهداء,owner,,24,False
24000,3,1.0,2,140.0,15.0,10.0,0.0,0.0,0.0,حي اشبيلية,agent,4.29,8,True
85000,3,2.0,3,146.0,25.0,0.0,1.0,1.0,0.0,حي القيروان,,4.82,228,False
48000,2,1.0,2,100.0,15.0,0.0,0.0,0.0,0.0,حي القدس,exclusive_marketer,4.43,140,False
20000,4,1.0,2,180.0,15.0,8.0,1.0,1.0,0.0,حي طويق,exclusive_marketer,4.18,29,True
15000,3,1.0,2,100.0,14.0,8.0,1.0,0.0,0.0,حي الحزم,normal_marketer,5.0,16,True
25000,3,1.0,2,140.0,15.0,10.0,0.0,0.0,0.0,حي البديعة,owner,4.8,167,False
30000,2,1.0,1,100.0,28.0,4.0,1.0,1.0,0.0,حي المغرزات,owner,3.68,48,False
60000,3,1.0,2,160.0,22.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.29,25,False
25000,1,1.0,1,30.0,5.0,,1.0,0.0,0.0,حي ام الحمام الشرقي,exclusive_marketer,5.0,26,False
5400,3,1.0,2,1.0,19.0,,1.0,0.0,0.0,حي منفوحة,owner,5.0,23,True
24000,3,1.0,2,180.0,20.0,3.0,1.0,0.0,0.0,حي المونسية,agent,4.19,24,True
35000,1,1.0,1,90.0,25.0,5.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,4.37,55,False
12000,3,1.0,1,70.0,5.0,20.0,1.0,0.0,0.0,حي العود,agent,4.83,75,False
155000,3,1.0,4,125.0,30.0,0.0,1.0,1.0,0.0,حي الصحافة,exclusive_marketer,4.37,17,True
55000,3,1.0,2,140.0,15.0,0.0,0.0,1.0,0.0,حي النرجس,agent,4.45,7,True
90000,3,2.0,3,180.0,36.0,0.0,1.0,1.0,0.0,حي الندى,owner,4.28,15,True
75000,3,1.0,3,190.0,35.0,0.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,4.31,26,False
15000,1,0.0,1,60.0,34.0,3.0,0.0,1.0,0.0,حي النرجس,owner,4.54,192,False
18000,2,1.0,1,110.0,5.0,7.0,1.0,1.0,0.0,حي المعيزلة,exclusive_marketer,4.34,10,True
51000,3,1.0,3,200.0,20.0,0.0,1.0,1.0,0.0,حي القيروان,agent,5.0,14,True
50000,3,1.0,2,170.0,29.0,2.0,1.0,1.0,0.0,حي حطين,exclusive_marketer,3.1,29,True
10700,3,1.0,2,80.0,26.0,,1.0,0.0,0.0,حي سلطانة,agent,4.67,10,True
28000,1,1.0,1,,,,1.0,1.0,0.0,حي الربيع,exclusive_marketer,4.5,134,False
24000,1,1.0,1,90.0,39.0,3.0,1.0,1.0,0.0,حي الملك فيصل,exclusive_marketer,4.43,20,False
165000,3,1.0,4,144.0,5.0,0.0,1.0,1.0,0.0,حي الصحافة,exclusive_marketer,4.43,50,True
30000,3,1.0,2,110.0,5.0,0.0,1.0,0.0,0.0,حي الرمال,agent,4.25,54,False
11000,1,0.0,1,25.0,36.0,15.0,1.0,1.0,0.0,حي المنصورة,exclusive_marketer,4.89,4,True
65000,4,2.0,4,160.0,5.0,4.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.43,36,False
20000,3,1.0,2,1.0,,0.0,,,,حي الرمال,owner,5.0,44,False
42000,3,0.0,2,126.0,5.0,,1.0,1.0,0.0,حي الياسمين,normal_marketer,4.15,21,False
30000,3,1.0,2,200.0,33.0,0.0,0.0,0.0,0.0,حي طويق,owner,4.0,4,True
30000,3,1.0,2,,,0.0,1.0,0.0,0.0,حي القادسية,exclusive_marketer,4.28,21,True
18000,1,1.0,1,40.0,60.0,6.0,1.0,0.0,0.0,حي العارض,agent,4.65,126,True
3000,2,1.0,2,170.0,20.0,2.0,1.0,1.0,1.0,حي ظهرة لبن,owner,5.0,28,False
20000,2,0.0,1,60.0,5.0,,1.0,0.0,0.0,حي الربوة,exclusive_marketer,4.31,14,True
50000,3,1.0,3,140.0,5.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.43,19,False
11000,1,0.0,1,8.0,23.0,3.0,0.0,1.0,0.0,حي الملقا,owner,3.68,46,False
3000,4,1.0,2,140.0,5.0,,1.0,1.0,0.0,حي ظهرة لبن,agent,4.6,86,False
35000,1,1.0,1,100.0,34.0,2.0,1.0,1.0,1.0,حي الشهداء,owner,4.37,58,True
23000,5,1.0,2,120.0,15.0,2.0,1.0,0.0,0.0,حي السعادة,exclusive_marketer,5.0,5,True
120000,3,1.0,2,1.0,30.0,7.0,1.0,1.0,1.0,حي الملقا,exclusive_marketer,5.0,71,False
58000,4,1.0,4,142.0,5.0,0.0,1.0,1.0,0.0,حي العارض,agent,,18,False
23000,1,1.0,1,100.0,17.0,5.0,1.0,1.0,0.0,حي الملقا,normal_marketer,4.78,16,True
35000,3,1.0,2,150.0,20.0,10.0,1.0,0.0,0.0,حي الجزيرة,agent,5.0,30,False
22000,1,0.0,1,80.0,34.0,2.0,1.0,1.0,0.0,حي العارض,owner,4.37,53,True
29000,2,1.0,1,100.0,31.0,5.0,1.0,1.0,0.0,حي اليرموك,owner,4.0,25,False
23000,3,1.0,2,400.0,20.0,,1.0,0.0,0.0,حي المهدية,exclusive_marketer,4.45,65,False
18000,3,0.0,2,100.0,22.0,6.0,0.0,0.0,0.0,حي طويق,agent,1.0,25,False
12500,1,0.0,1,36.0,5.0,,1.0,1.0,0.0,حي بدر,exclusive_marketer,3.0,17,False
15000,1,0.0,1,200.0,35.0,,1.0,0.0,0.0,حي السعادة,agent,4.85,94,False
15000,3,1.0,2,160.0,15.0,15.0,1.0,0.0,0.0,حي النسيم الشرقي,owner,4.98,16,False
34000,4,1.0,2,,,0.0,1.0,0.0,0.0,حي ظهرة لبن,owner,5.0,20,False
30000,3,1.0,2,200.0,25.0,0.0,1.0,1.0,0.0,حي بنبان,normal_marketer,4.7,35,False
35000,4,1.0,4,250.0,17.0,1.0,0.0,0.0,0.0,حي العارض,exclusive_marketer,4.26,20,False
45000,3,1.0,2,140.0,5.0,3.0,1.0,1.0,0.0,حي العقيق,,4.62,169,False
37000,3,1.0,2,130.0,35.0,11.0,1.0,1.0,0.0,حي الياسمين,normal_marketer,4.22,2,True
25000,3,1.0,2,1.0,15.0,0.0,1.0,0.0,0.0,حي القادسية,owner,4.0,31,True
35000,2,1.0,1,120.0,100.0,3.0,1.0,1.0,0.0,حي العقيق,,4.0,131,False
27000,1,1.0,1,80.0,22.0,2.0,1.0,1.0,0.0,حي الملقا,owner,4.54,190,False
75000,4,1.0,2,300.0,36.0,1.0,1.0,1.0,0.0,حي الياسمين,normal_marketer,3.5,7,True
28000,3,1.0,2,220.0,30.0,,1.0,0.0,0.0,حي اليرموك,exclusive_marketer,4.52,54,True
45000,3,2.0,3,180.0,30.0,5.0,1.0,1.0,0.0,حي غرناطة,agent,,20,True
35000,4,1.0,3,172.0,5.0,1.0,0.0,0.0,0.0,حي ظهرة لبن,agent,4.6,64,True
35000,2,1.0,2,200.0,15.0,0.0,1.0,0.0,0.0,حي العارض,exclusive_marketer,3.43,27,True
20000,4,0.0,2,450.0,20.0,10.0,1.0,0.0,0.0,حي ظهرة لبن,owner,5.0,19,True
55000,3,1.0,3,80.0,20.0,0.0,1.0,1.0,,حي القيروان,owner,,33,False
60000,3,1.0,4,160.0,5.0,0.0,1.0,1.0,0.0,حي الياسمين,normal_marketer,4.15,31,False
48000,2,1.0,2,150.0,20.0,0.0,1.0,1.0,0.0,حي الملقا,normal_marketer,4.31,9,True
45000,3,1.0,3,165.0,5.0,4.0,1.0,1.0,0.0,حي الملقا,normal_marketer,3.81,55,False
50000,3,1.0,3,130.0,15.0,4.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.42,20,False
56000,3,2.0,3,140.0,35.0,1.0,1.0,0.0,0.0,حي الملقا,owner,3.51,109,False
26000,2,1.0,1,1.0,15.0,6.0,1.0,1.0,0.0,حي الملك فيصل,,4.35,57,False
65000,4,1.0,3,190.0,30.0,,1.0,1.0,0.0,حي الياسمين,owner,3.67,20,False
15000,4,1.0,2,,,9.0,1.0,0.0,0.0,حي بنبان,owner,5.0,156,False
21000,1,0.0,1,70.0,30.0,2.0,1.0,1.0,0.0,حي النفل,owner,4.37,51,True
50000,4,1.0,3,170.0,30.0,2.0,1.0,1.0,0.0,حي اشبيلية,normal_marketer,4.34,101,False
28000,4,1.0,2,200.0,20.0,2.0,1.0,1.0,0.0,حي اليرموك,normal_marketer,3.5,3,True
60000,3,1.0,2,200.0,17.0,0.0,1.0,1.0,0.0,حي النرجس,owner,4.85,29,False
28000,4,1.0,2,200.0,5.0,3.0,1.0,0.0,0.0,حي ظهرة لبن,owner,,5,True
80000,3,1.0,4,226.0,31.0,1.0,1.0,1.0,0.0,حي قرطبة,normal_marketer,4.27,77,False
40000,3,1.0,2,,,0.0,0.0,0.0,0.0,حي العارض,,3.84,36,False
45000,4,1.0,3,175.0,5.0,,1.0,1.0,0.0,حي الياسمين,normal_marketer,4.15,17,False
21000,1,1.0,1,75.0,34.0,4.0,1.0,1.0,0.0,حي اليرموك,owner,4.43,19,False
36000,3,1.0,2,10.0,10.0,,1.0,0.0,0.0,حي السليمانية,agent,,13,True
28000,1,1.0,1,100.0,30.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,5.0,67,False
120000,5,2.0,4,170.0,20.0,7.0,1.0,1.0,1.0,حي الغدير,normal_marketer,5.0,1,True
32000,1,1.0,1,80.0,30.0,2.0,1.0,0.0,1.0,حي الشهداء,owner,4.37,29,True
33000,3,1.0,2,130.0,15.0,0.0,0.0,0.0,0.0,حي النرجس,exclusive_marketer,4.08,52,False
150000,2,1.0,3,87.0,36.0,0.0,1.0,1.0,1.0,حي الربيع,exclusive_marketer,3.89,101,False
120000,2,1.0,2,98.0,5.0,,1.0,0.0,0.0,حي الصحافة,,5.0,116,False
75000,4,0.0,3,150.0,36.0,0.0,1.0,0.0,0.0,حي النرجس,agent,4.42,11,True
35000,3,1.0,2,90.0,15.0,6.0,1.0,1.0,0.0,حي قرطبة,owner,5.0,21,False
35000,3,1.0,2,120.0,15.0,0.0,1.0,0.0,0.0,حي المونسية,normal_marketer,4.67,64,False
35000,3,1.0,2,152.0,12.0,9.0,1.0,1.0,0.0,حي الروابي,owner,5.0,28,True
60000,3,1.0,2,178.0,15.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,3.95,33,False
10000,2,1.0,1,80.0,5.0,36.0,1.0,0.0,0.0,حي عتيقة,agent,,20,False
85000,3,2.0,3,180.0,55.0,0.0,1.0,1.0,0.0,حي الملقا,normal_marketer,4.81,36,False
18000,4,1.0,2,450.0,15.0,6.0,1.0,0.0,0.0,حي طويق,exclusive_marketer,4.73,30,False
85000,3,1.0,3,140.0,31.0,0.0,1.0,1.0,0.0,حي الملقا,normal_marketer,4.81,35,False
21000,3,0.0,2,120.0,39.0,6.0,0.0,0.0,0.0,حي ظهرة لبن,exclusive_marketer,1.0,51,False
40000,3,1.0,3,,,5.0,0.0,0.0,0.0,حي عرقة,,,25,False
27000,2,1.0,1,100.0,43.0,3.0,1.0,1.0,0.0,حي الملقا,owner,4.54,188,True
17000,5,0.0,2,375.0,5.0,6.0,1.0,0.0,0.0,حي طويق,exclusive_marketer,4.73,104,False
20000,1,0.0,1,95.0,24.0,5.0,1.0,0.0,0.0,حي النرجس,owner,4.54,178,False
22000,3,1.0,2,120.0,20.0,,0.0,0.0,0.0,حي النسيم الشرقي,exclusive_marketer,,21,True
70000,3,1.0,3,120.0,30.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.52,28,False
14000,3,1.0,2,150.0,20.0,0.0,1.0,0.0,0.0,حي بنبان,agent,5.0,26,False
165000,4,1.0,3,170.0,5.0,0.0,1.0,1.0,0.0,حي القيروان,owner,4.2,29,False
15000,1,1.0,1,80.0,40.0,6.0,1.0,0.0,0.0,حي ظهرة لبن,normal_marketer,4.33,34,True
4500,1,0.0,1,50.0,5.0,8.0,1.0,0.0,0.0,حي سلطانة,agent,4.13,16,False
55000,4,1.0,3,150.0,5.0,,1.0,1.0,0.0,حي الياسمين,normal_marketer,4.15,28,False
22000,3,1.0,2,170.0,30.0,5.0,0.0,0.0,0.0,حي ظهرة لبن,agent,4.39,39,True
35000,3,1.0,2,135.0,12.0,4.0,1.0,1.0,0.0,حي الخليج,exclusive_marketer,3.64,57,False
60000,4,1.0,2,150.0,15.0,0.0,1.0,1.0,0.0,حي عرقة,normal_marketer,3.72,8,True
36000,1,1.0,1,100.0,100.0,,1.0,1.0,0.0,حي القيروان,owner,4.48,65,True
35000,5,1.0,3,140.0,37.0,0.0,1.0,0.0,0.0,حي قرطبة,exclusive_marketer,4.24,9,True
28000,2,1.0,3,45.0,20.0,,1.0,0.0,0.0,حي المهدية,exclusive_marketer,4.26,63,False
70000,3,1.0,3,18.0,30.0,0.0,0.0,1.0,0.0,حي القيروان,normal_marketer,4.58,79,False
78000,3,1.0,2,200.0,16.0,0.0,1.0,1.0,0.0,حي النرجس,agent,4.37,45,False
35000,5,2.0,5,268.0,15.0,,1.0,0.0,0.0,حي طويق,agent,5.0,51,False
34000,1,1.0,1,110.0,51.0,4.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.43,28,False
92000,3,2.0,2,130.0,30.0,0.0,1.0,1.0,1.0,حي حطين,exclusive_marketer,3.29,38,True
8000,1,0.0,1,10.0,18.0,3.0,1.0,1.0,0.0,حي المونسية,owner,4.52,82,False
32000,1,1.0,1,70.0,30.0,0.0,1.0,1.0,1.0,حي الشهداء,owner,4.37,51,True
16000,4,1.0,1,120.0,20.0,30.0,1.0,1.0,0.0,حي السويدي,exclusive_marketer,3.67,19,False
27000,3,1.0,2,200.0,15.0,7.0,1.0,0.0,1.0,حي اليرموك,exclusive_marketer,4.38,28,False
18000,1,0.0,1,40.0,5.0,1.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,4.67,117,False
28000,2,1.0,1,120.0,30.0,2.0,1.0,1.0,0.0,حي المونسية,exclusive_marketer,4.43,2,True
136,2,1.0,2,136.0,15.0,0.0,1.0,1.0,0.0,حي ام سليم,owner,5.0,16,False
